IID pT_0.1 pT_0.2 pT_0.3 pT_0.4 pT_0.5 pT_0.6 pT_0.7 pT_0.8 pT_0.9 pT_1 pT_1.1
GSP_Buckner_HU_00563 -0.000128314 -0.0000919527 -0.0000707155 -0.0000653012 -0.0000571933 -0.0000518728 -0.0000461513 -0.0000424855 -0.0000385825 -0.0000350112 -0.0000350112
GSP_Buckner_HU_00565 -0.0000601291 -0.0000458796 -0.0000358746 -0.0000428771 -0.0000384665 -0.0000346293 -0.0000302118 -0.0000282269 -0.000025513 -0.0000232697 -0.0000232697
GSP_Buckner_HU_00566 -0.000197897 -0.000128063 -0.0000985641 -0.0000908738 -0.0000767012 -0.0000674432 -0.0000600765 -0.0000547509 -0.0000495501 -0.0000448719 -0.0000448719
GSP_Buckner_HU_00568 -0.000207722 -0.000148497 -0.000119499 -0.00010919 -0.0000943914 -0.0000828928 -0.0000736834 -0.0000668869 -0.0000600673 -0.0000543143 -0.0000543143
GSP_Buckner_HU_00569 -0.0000977476 -0.0000733975 -0.0000599429 -0.0000602064 -0.0000529664 -0.0000476277 -0.0000431384 -0.0000396833 -0.0000360052 -0.0000326852 -0.0000326852
GSP_Buckner_HU_00571 -0.000106357 -0.0000979741 -0.0000812884 -0.0000745879 -0.0000671091 -0.0000598145 -0.0000533364 -0.000049107 -0.0000441806 -0.0000400759 -0.0000400759
GSP_Buckner_HU_00572 -0.000164625 -0.000121376 -0.0000933024 -0.0000834615 -0.0000731097 -0.0000657219 -0.0000585557 -0.0000534244 -0.0000480324 -0.0000434298 -0.0000434298
GSP_Buckner_HU_00575 -0.000218086 -0.000141598 -0.000111833 -0.000101205 -0.000088681 -0.0000793839 -0.0000704209 -0.0000642889 -0.0000582759 -0.000052704 -0.000052704
GSP_Buckner_HU_00576 -0.000174137 -0.000115002 -0.0000914739 -0.0000802302 -0.0000700951 -0.0000608474 -0.0000538011 -0.000049113 -0.0000443195 -0.0000400487 -0.0000400487
GSP_Buckner_HU_00579 -0.000186273 -0.000133088 -0.00010299 -0.0000945664 -0.0000841022 -0.0000750644 -0.000065465 -0.0000596725 -0.0000538721 -0.0000487204 -0.0000487204
GSP_Buckner_HU_00581 -0.000120244 -0.0000829167 -0.0000656287 -0.0000632188 -0.0000547532 -0.000049157 -0.0000437145 -0.000040239 -0.0000364565 -0.0000330794 -0.0000330794
GSP_Buckner_HU_00582 -0.000120663 -0.0000983601 -0.0000726375 -0.0000687732 -0.0000599126 -0.0000515616 -0.0000460996 -0.0000422166 -0.0000381867 -0.0000345554 -0.0000345554
GSP_Buckner_HU_00585 -0.00013353 -0.0000990466 -0.0000818273 -0.0000793485 -0.0000695597 -0.0000622339 -0.0000563192 -0.0000515889 -0.0000464714 -0.0000420039 -0.0000420039
GSP_Buckner_HU_00586 -0.000160744 -0.000103826 -0.0000755609 -0.0000712354 -0.0000631301 -0.0000569396 -0.000050299 -0.000045852 -0.0000413867 -0.000037433 -0.000037433
GSP_Buckner_HU_00588 -0.000173713 -0.000116562 -0.0000882821 -0.0000795344 -0.0000694725 -0.0000623595 -0.0000547329 -0.0000497771 -0.0000449972 -0.0000407861 -0.0000407861
GSP_Buckner_HU_00589 -0.000191627 -0.000130136 -0.000101595 -0.0000918534 -0.0000774815 -0.0000692519 -0.0000620134 -0.0000566934 -0.0000511971 -0.0000463629 -0.0000463629
GSP_Buckner_HU_00590 -0.00010029 -0.0000687391 -0.0000532716 -0.0000537933 -0.0000490045 -0.0000453179 -0.000040886 -0.0000379121 -0.0000343847 -0.0000312207 -0.0000312207
GSP_Buckner_HU_00593 -0.000168498 -0.000121338 -0.0000978162 -0.0000887308 -0.0000781978 -0.0000698301 -0.000061101 -0.0000557678 -0.0000503381 -0.0000455165 -0.0000455165
GSP_Buckner_HU_00594 -0.00011234 -0.0000783363 -0.0000687051 -0.0000701423 -0.0000622646 -0.0000563006 -0.0000489511 -0.0000450465 -0.0000406845 -0.0000368932 -0.0000368932
GSP_Buckner_HU_00595 -0.000177395 -0.000122802 -0.00010035 -0.0000923434 -0.0000809314 -0.0000722263 -0.0000634037 -0.0000574694 -0.0000517382 -0.0000468061 -0.0000468061
GSP_Buckner_HU_00596 -0.000147419 -0.0000982139 -0.0000818083 -0.0000765655 -0.0000675841 -0.0000599975 -0.0000533642 -0.0000485372 -0.0000436359 -0.0000394749 -0.0000394749
GSP_Buckner_HU_00598 -0.00011019 -0.0000808278 -0.0000651011 -0.0000632698 -0.0000568614 -0.0000519028 -0.000047076 -0.0000430436 -0.0000388404 -0.0000351677 -0.0000351677
GSP_Buckner_HU_00599 -0.000153342 -0.000113016 -0.0000880345 -0.0000802382 -0.0000702308 -0.0000625018 -0.0000557453 -0.0000512808 -0.0000462551 -0.0000418538 -0.0000418538
GSP_Buckner_HU_00600 -0.000061991 -0.0000524299 -0.0000453505 -0.0000485604 -0.0000449318 -0.0000424381 -0.0000378523 -0.0000351061 -0.0000315767 -0.0000287045 -0.0000287045
GSP_Buckner_HU_00601 -0.000202802 -0.000145851 -0.000114744 -0.00010279 -0.0000890834 -0.0000774632 -0.0000684891 -0.0000621357 -0.0000560245 -0.0000507198 -0.0000507198
GSP_Buckner_HU_00602 -0.0000535889 -0.000050834 -0.0000506363 -0.0000532875 -0.0000477022 -0.0000441494 -0.0000398338 -0.0000364758 -0.0000330705 -0.0000299093 -0.0000299093
GSP_Buckner_HU_00603 -0.000147099 -0.0000892635 -0.0000706244 -0.0000659366 -0.0000590515 -0.0000526645 -0.0000463203 -0.0000431487 -0.0000392352 -0.0000355474 -0.0000355474
GSP_Buckner_HU_00604 -0.000151365 -0.000113799 -0.0000919496 -0.0000864492 -0.0000755696 -0.0000666902 -0.000059558 -0.0000539552 -0.0000487605 -0.0000440857 -0.0000440857
GSP_Buckner_HU_00605 -0.0000565411 -0.0000558871 -0.0000478479 -0.0000503382 -0.0000445832 -0.0000406847 -0.0000368689 -0.000034543 -0.0000313555 -0.0000285111 -0.0000285111
GSP_Buckner_HU_00606 -0.0000557752 -0.0000425918 -0.0000345496 -0.0000393495 -0.0000372399 -0.0000346273 -0.0000314158 -0.0000298286 -0.000027025 -0.0000244865 -0.0000244865
GSP_Buckner_HU_00608 -0.00009518 -0.0000752396 -0.0000680929 -0.0000673859 -0.0000602528 -0.000054007 -0.0000478747 -0.0000435399 -0.0000393369 -0.0000356383 -0.0000356383
GSP_Buckner_HU_00614 -0.000165814 -0.000117245 -0.0000909109 -0.0000862939 -0.0000763998 -0.0000684661 -0.0000604636 -0.0000552302 -0.0000498751 -0.0000451386 -0.0000451386
GSP_Buckner_HU_00615 -0.000200379 -0.000133011 -0.000103521 -0.0000915191 -0.0000770834 -0.0000681237 -0.0000604704 -0.000054916 -0.0000496322 -0.0000448739 -0.0000448739
GSP_Buckner_HU_00616 -0.0000439778 -0.0000335508 -0.0000282424 -0.0000353108 -0.0000319755 -0.0000294734 -0.0000266006 -0.0000254112 -0.0000230438 -0.0000209458 -0.0000209458
GSP_Buckner_HU_00620 -0.000116003 -0.0000834382 -0.0000692541 -0.0000665077 -0.0000598927 -0.0000547011 -0.0000487204 -0.0000442241 -0.0000398842 -0.0000361798 -0.0000361798
GSP_Buckner_HU_00622 -0.000100626 -0.0000726705 -0.0000598069 -0.0000610278 -0.0000539692 -0.000047727 -0.000043026 -0.0000395365 -0.00003558 -0.0000322819 -0.0000322819
GSP_Buckner_HU_00623 -0.0000894011 -0.000059046 -0.0000478597 -0.0000474646 -0.0000408293 -0.0000360876 -0.0000327455 -0.0000311645 -0.0000284832 -0.0000258265 -0.0000258265
GSP_Buckner_HU_00624 -0.000145665 -0.0000996394 -0.0000776732 -0.0000717899 -0.0000632287 -0.0000558149 -0.0000494113 -0.0000445215 -0.0000401211 -0.0000363313 -0.0000363313
GSP_Buckner_HU_00625 -0.000136057 -0.0000892536 -0.0000699405 -0.0000668245 -0.0000612586 -0.0000548169 -0.000048828 -0.0000449281 -0.0000406848 -0.0000368551 -0.0000368551
GSP_Buckner_HU_00626 -0.000069412 -0.0000478261 -0.0000397416 -0.0000409044 -0.0000369158 -0.000033351 -0.0000298314 -0.0000277107 -0.0000249822 -0.0000226675 -0.0000226675
GSP_Buckner_HU_00627 -0.000183106 -0.000129435 -0.000103305 -0.0000923446 -0.0000810336 -0.0000707697 -0.0000630004 -0.0000570326 -0.0000512682 -0.0000463486 -0.0000463486
GSP_Buckner_HU_00629 -0.000156148 -0.000115171 -0.0000920338 -0.0000831925 -0.0000727425 -0.0000651152 -0.000057752 -0.0000526279 -0.0000475061 -0.0000429779 -0.0000429779
GSP_Buckner_HU_00631 -0.0000954837 -0.0000711176 -0.0000613419 -0.0000605561 -0.0000517474 -0.0000460676 -0.0000406108 -0.0000378233 -0.0000343187 -0.0000310887 -0.0000310887
GSP_Buckner_HU_00634 -0.0000873949 -0.0000730745 -0.0000609855 -0.0000578665 -0.0000525695 -0.0000474922 -0.0000421294 -0.0000387385 -0.0000349089 -0.0000316668 -0.0000316668
GSP_Buckner_HU_00644 -0.000132911 -0.0000933708 -0.0000775003 -0.0000709348 -0.0000610138 -0.0000537293 -0.0000472454 -0.000043015 -0.0000387653 -0.0000351667 -0.0000351667
GSP_Buckner_HU_00646 -0.000101044 -0.0000740283 -0.0000607165 -0.0000596596 -0.0000535474 -0.0000475715 -0.0000432392 -0.0000403465 -0.0000367823 -0.000033341 -0.000033341
GSP_Buckner_HU_00647 -0.00016201 -0.000127314 -0.000101317 -0.0000919563 -0.0000791849 -0.0000693444 -0.0000615918 -0.0000561582 -0.0000506844 -0.0000457977 -0.0000457977
GSP_Buckner_HU_00649 -0.000191523 -0.000127548 -0.000105877 -0.0000960955 -0.0000837116 -0.0000744678 -0.0000665919 -0.000060665 -0.0000547346 -0.000049567 -0.000049567
GSP_Buckner_HU_00650 -0.000153061 -0.000107311 -0.0000891133 -0.0000816845 -0.0000735989 -0.0000657227 -0.0000581813 -0.0000530265 -0.0000478245 -0.0000432521 -0.0000432521
GSP_Buckner_HU_00652 -0.000152666 -0.000108843 -0.0000877212 -0.0000829673 -0.0000732657 -0.0000647579 -0.00005796 -0.0000525666 -0.0000474829 -0.0000429789 -0.0000429789
GSP_Buckner_HU_00653 -0.0000840256 -0.0000523166 -0.0000411678 -0.0000434484 -0.0000403618 -0.000035792 -0.0000327781 -0.0000306525 -0.000028009 -0.0000254812 -0.0000254812
GSP_Buckner_HU_00654 -0.000134739 -0.0000945663 -0.0000764912 -0.0000753029 -0.000066467 -0.0000589706 -0.0000532288 -0.0000489816 -0.0000442891 -0.0000401166 -0.0000401166
GSP_Buckner_HU_00655 -0.000101611 -0.0000743179 -0.0000626956 -0.0000604488 -0.0000538914 -0.0000474335 -0.000042557 -0.0000392934 -0.000035652 -0.0000323124 -0.0000323124
GSP_Buckner_HU_00657 -0.000126113 -0.000096384 -0.0000818113 -0.00007781 -0.0000666416 -0.0000604307 -0.0000538825 -0.0000494371 -0.0000444544 -0.0000402303 -0.0000402303
GSP_Buckner_HU_00658 -0.000147403 -0.00010359 -0.0000845504 -0.0000800885 -0.0000721953 -0.0000649298 -0.000057334 -0.0000525336 -0.0000474038 -0.0000429858 -0.0000429858
GSP_Buckner_HU_00660 -0.0000869181 -0.0000702937 -0.0000655857 -0.0000665222 -0.0000623648 -0.0000564438 -0.000051043 -0.000047092 -0.0000425967 -0.000038538 -0.000038538
GSP_Buckner_HU_00665 -0.0000802885 -0.000073166 -0.000068348 -0.0000697995 -0.0000633978 -0.0000574103 -0.0000514507 -0.0000469542 -0.0000425735 -0.0000384747 -0.0000384747
GSP_Buckner_HU_00666 -0.000185361 -0.000129534 -0.0000981666 -0.0000892194 -0.0000773849 -0.0000680911 -0.0000602604 -0.0000546256 -0.000049242 -0.0000446332 -0.0000446332
GSP_Buckner_HU_00668 -0.000115978 -0.0000939323 -0.0000789815 -0.0000739587 -0.0000659257 -0.000059272 -0.0000533635 -0.0000489519 -0.0000441853 -0.0000401001 -0.0000401001
GSP_Buckner_HU_00669 -0.000138343 -0.000103393 -0.0000861194 -0.0000811764 -0.0000717663 -0.0000638824 -0.0000564164 -0.0000518185 -0.0000471226 -0.0000426376 -0.0000426376
GSP_Buckner_HU_00670 -0.000130974 -0.0000926674 -0.0000744253 -0.0000709672 -0.0000619672 -0.0000565819 -0.0000509306 -0.0000464503 -0.0000420877 -0.0000381636 -0.0000381636
GSP_Buckner_HU_00671 -0.0000935895 -0.0000691002 -0.0000604338 -0.0000619019 -0.0000551211 -0.0000500553 -0.0000442502 -0.0000408085 -0.0000371112 -0.0000337071 -0.0000337071
GSP_Buckner_HU_00672 -0.000157083 -0.000114817 -0.0000949525 -0.0000890168 -0.0000781616 -0.0000689294 -0.0000613654 -0.0000558779 -0.0000504445 -0.0000455988 -0.0000455988
GSP_Buckner_HU_00673 -0.000125615 -0.0000856783 -0.0000660168 -0.0000614686 -0.0000556879 -0.0000493428 -0.0000435434 -0.0000400762 -0.0000360754 -0.0000327303 -0.0000327303
GSP_Buckner_HU_00677 -0.0001639 -0.000116473 -0.0000972426 -0.0000884569 -0.000077126 -0.0000668083 -0.0000587854 -0.0000534537 -0.0000481389 -0.0000436387 -0.0000436387
GSP_Buckner_HU_00679 -0.0000772446 -0.0000628399 -0.0000495254 -0.0000496029 -0.0000447887 -0.0000401731 -0.0000357477 -0.0000334961 -0.0000304484 -0.0000277083 -0.0000277083
GSP_Buckner_HU_00680 -0.000199342 -0.00012193 -0.0000880609 -0.0000793593 -0.0000690354 -0.0000612433 -0.0000543382 -0.0000497067 -0.000044953 -0.0000408072 -0.0000408072
GSP_Buckner_HU_00681 -0.000102508 -0.0000788822 -0.0000691543 -0.0000655917 -0.0000589145 -0.0000520623 -0.0000469223 -0.0000430962 -0.0000389893 -0.0000353247 -0.0000353247
GSP_Buckner_HU_00683 -0.000101959 -0.0000708094 -0.0000569925 -0.0000558799 -0.0000491249 -0.0000434933 -0.0000391835 -0.0000364745 -0.0000330107 -0.0000299505 -0.0000299505
GSP_Buckner_HU_00685 -0.000136327 -0.0000969464 -0.0000758298 -0.0000691033 -0.000058438 -0.0000521117 -0.0000457709 -0.0000414948 -0.0000375273 -0.0000339632 -0.0000339632
GSP_Buckner_HU_00686 -0.0000990337 -0.0000723984 -0.0000651309 -0.0000650167 -0.0000573286 -0.0000501674 -0.0000448469 -0.0000412281 -0.0000374304 -0.0000339177 -0.0000339177
GSP_Buckner_HU_00687 -0.00020682 -0.000126451 -0.0000984891 -0.0000885552 -0.0000762356 -0.0000672106 -0.0000604285 -0.0000553777 -0.0000499363 -0.0000452222 -0.0000452222
GSP_Buckner_HU_00688 -0.00017863 -0.000117465 -0.0000860493 -0.0000770761 -0.000066356 -0.0000586541 -0.000053009 -0.0000485238 -0.0000438951 -0.0000397367 -0.0000397367
GSP_Buckner_HU_00690 -0.0000558473 -0.0000513847 -0.0000441387 -0.000044898 -0.000039626 -0.0000357338 -0.0000321535 -0.0000295174 -0.0000269114 -0.0000245709 -0.0000245709
GSP_Buckner_HU_00691 -0.000168825 -0.000116285 -0.0000910832 -0.0000819885 -0.0000721384 -0.000063554 -0.0000556956 -0.000050402 -0.00004535 -0.0000411179 -0.0000411179
GSP_Buckner_HU_00693 -0.000175028 -0.000131447 -0.000106091 -0.0000961068 -0.0000849889 -0.0000755321 -0.0000679519 -0.0000618317 -0.0000556759 -0.0000503112 -0.0000503112
GSP_Buckner_HU_00696 -0.000174184 -0.000116964 -0.0000901785 -0.0000825917 -0.0000713343 -0.000064184 -0.0000572758 -0.0000524282 -0.0000471921 -0.0000427151 -0.0000427151
GSP_Buckner_HU_00701 -0.0000608892 -0.0000443117 -0.0000426472 -0.0000439088 -0.0000406527 -0.0000377809 -0.0000349733 -0.0000331149 -0.0000301242 -0.0000273581 -0.0000273581
GSP_Buckner_HU_00703 -0.000141719 -0.000114304 -0.0000932855 -0.0000893812 -0.0000795143 -0.0000709815 -0.0000640609 -0.0000580455 -0.0000522806 -0.000047288 -0.000047288
GSP_Buckner_HU_00707 -0.000212373 -0.000146149 -0.00011244 -0.000100481 -0.0000856012 -0.0000747045 -0.000065982 -0.000060203 -0.0000542728 -0.0000491199 -0.0000491199
GSP_Buckner_HU_00709 -0.00016486 -0.000113365 -0.0000891857 -0.0000812367 -0.0000698497 -0.0000616663 -0.0000541072 -0.000049456 -0.0000445181 -0.000040324 -0.000040324
GSP_Buckner_HU_00712 -0.000130884 -0.00010596 -0.0000892764 -0.0000837378 -0.0000743211 -0.0000672726 -0.0000600206 -0.0000551442 -0.0000497172 -0.0000449957 -0.0000449957
GSP_Buckner_HU_00717 -0.0000950081 -0.0000625398 -0.0000508468 -0.0000496929 -0.00004529 -0.0000414647 -0.0000377856 -0.0000350315 -0.0000318659 -0.000028917 -0.000028917
GSP_Buckner_HU_00718 -0.0000889507 -0.0000676121 -0.0000545692 -0.0000543434 -0.0000513177 -0.0000473086 -0.0000434099 -0.0000401762 -0.0000364082 -0.0000330486 -0.0000330486
GSP_Buckner_HU_00721 -0.000168907 -0.000121257 -0.0000970386 -0.0000914376 -0.0000803034 -0.0000715456 -0.0000637022 -0.00005769 -0.0000521028 -0.0000471613 -0.0000471613
GSP_Buckner_HU_00722 -0.000160008 -0.000112908 -0.0000864107 -0.0000810637 -0.0000699972 -0.0000608487 -0.0000540246 -0.0000492937 -0.0000444168 -0.00004022 -0.00004022
GSP_Buckner_HU_00724 -0.000158611 -0.000115708 -0.000096956 -0.0000928131 -0.0000820541 -0.0000718982 -0.0000640867 -0.0000582941 -0.0000523387 -0.0000473428 -0.0000473428
GSP_Buckner_HU_00726 -0.0001358 -0.0000927375 -0.0000720752 -0.0000687188 -0.0000594256 -0.0000538406 -0.0000481252 -0.0000442657 -0.000040173 -0.0000364469 -0.0000364469
GSP_Buckner_HU_00727 -0.0000981924 -0.0000712324 -0.0000611811 -0.0000621709 -0.0000546764 -0.0000501799 -0.0000445468 -0.0000415369 -0.0000377997 -0.0000342518 -0.0000342518
GSP_Buckner_HU_00728 -0.000120827 -0.0000917588 -0.0000734033 -0.0000726167 -0.000063465 -0.0000575414 -0.0000522101 -0.0000484926 -0.0000440979 -0.0000400579 -0.0000400579
GSP_Buckner_HU_00729 -0.000157415 -0.000112307 -0.0000901137 -0.0000826368 -0.0000727646 -0.0000642909 -0.0000569275 -0.0000525517 -0.0000474224 -0.0000429057 -0.0000429057
GSP_Buckner_HU_00730 -0.000194271 -0.000130724 -0.000104936 -0.0000949337 -0.0000818068 -0.0000724344 -0.0000644727 -0.0000590199 -0.0000533384 -0.0000482508 -0.0000482508
GSP_Buckner_HU_00731 -0.000154239 -0.000095129 -0.0000744199 -0.0000684693 -0.0000606104 -0.0000539695 -0.0000476652 -0.0000441184 -0.0000398479 -0.0000360751 -0.0000360751
GSP_Buckner_HU_00733 -0.000178279 -0.000130458 -0.000103065 -0.0000947949 -0.0000835703 -0.0000742125 -0.0000669196 -0.0000606496 -0.0000547109 -0.0000495172 -0.0000495172
GSP_Buckner_HU_00734 -0.000164645 -0.00012836 -0.000100093 -0.0000885991 -0.0000767549 -0.0000669027 -0.0000593954 -0.0000540416 -0.0000486194 -0.0000440513 -0.0000440513
GSP_Buckner_HU_00737 -0.0001527 -0.000104893 -0.0000802251 -0.0000729894 -0.0000649089 -0.0000591343 -0.0000527626 -0.0000483871 -0.0000435905 -0.0000395085 -0.0000395085
GSP_Buckner_HU_00741 -0.0000901247 -0.0000726626 -0.0000607372 -0.0000610786 -0.0000547251 -0.000048664 -0.0000431288 -0.0000395359 -0.0000357438 -0.0000323862 -0.0000323862
GSP_Buckner_HU_00743 -0.00017028 -0.000126967 -0.000103082 -0.0000948633 -0.0000839034 -0.0000743173 -0.0000658283 -0.0000594305 -0.0000535485 -0.0000485137 -0.0000485137
GSP_Buckner_HU_00745 -0.00015962 -0.000113755 -0.0000885462 -0.000083981 -0.0000738583 -0.0000660332 -0.0000596682 -0.0000542403 -0.0000491127 -0.0000444427 -0.0000444427
GSP_Buckner_HU_00749 -0.0000825998 -0.0000742434 -0.000062279 -0.0000626019 -0.0000567437 -0.0000514643 -0.0000459708 -0.0000422755 -0.0000384361 -0.0000348023 -0.0000348023
GSP_Buckner_HU_00750 -0.000176202 -0.000128859 -0.000100784 -0.0000889451 -0.0000760534 -0.0000666925 -0.0000591813 -0.0000543998 -0.0000492453 -0.0000445829 -0.0000445829
GSP_Buckner_HU_00754 -0.000164512 -0.000118515 -0.0000950367 -0.0000886557 -0.0000769393 -0.0000678666 -0.0000610946 -0.0000554712 -0.000050124 -0.0000454308 -0.0000454308
GSP_Buckner_HU_00755 -0.000185272 -0.000136803 -0.000109302 -0.0000968449 -0.0000854086 -0.0000747744 -0.0000653735 -0.0000592953 -0.0000532485 -0.0000481999 -0.0000481999
GSP_Buckner_HU_00758 -0.000180227 -0.0001235 -0.0000942288 -0.0000864023 -0.0000763496 -0.0000668985 -0.0000592665 -0.000053892 -0.0000483339 -0.0000437323 -0.0000437323
GSP_Buckner_HU_00759 -0.000161522 -0.0000911673 -0.0000671146 -0.0000588169 -0.0000504454 -0.0000435702 -0.0000389123 -0.0000362289 -0.0000328237 -0.0000297965 -0.0000297965
GSP_Buckner_HU_00761 -0.000128486 -0.0000899119 -0.0000732407 -0.0000675924 -0.0000583589 -0.0000526763 -0.0000464008 -0.0000427747 -0.000038435 -0.0000348443 -0.0000348443
GSP_Buckner_HU_00762 -0.000141867 -0.000109416 -0.0000901387 -0.0000874341 -0.0000778231 -0.0000685394 -0.0000608962 -0.0000557507 -0.0000503499 -0.0000456464 -0.0000456464
GSP_buckner_HU_00763 -0.000117729 -0.0000865108 -0.0000706843 -0.0000710999 -0.0000648133 -0.0000592827 -0.0000529862 -0.0000487879 -0.000044301 -0.000040128 -0.000040128
GSP_Buckner_HU_00769 -0.000211424 -0.000149683 -0.000118373 -0.000105483 -0.0000900924 -0.000079902 -0.0000709876 -0.0000644477 -0.0000583789 -0.0000528069 -0.0000528069
GSP_Buckner_HU_00771 -0.000112709 -0.0000960986 -0.0000860723 -0.0000777853 -0.0000679507 -0.0000600815 -0.0000538826 -0.0000483403 -0.0000437366 -0.0000395734 -0.0000395734
GSP_Buckner_HU_00775 -0.000121732 -0.0000905575 -0.0000704145 -0.0000680286 -0.0000605441 -0.000054958 -0.0000496587 -0.0000460163 -0.0000417608 -0.0000378636 -0.0000378636
GSP_Buckner_HU_00777 -0.000188757 -0.000124632 -0.0000951311 -0.0000878758 -0.0000773726 -0.0000704695 -0.0000620347 -0.000056666 -0.0000510304 -0.0000462102 -0.0000462102
GSP_Buckner_HU_00801 -0.000152529 -0.000108637 -0.0000882025 -0.0000806892 -0.0000710073 -0.0000639639 -0.0000578255 -0.000052908 -0.000047729 -0.0000432049 -0.0000432049
GSP_Buckner_HU_00802 -0.0000814181 -0.0000601006 -0.0000477746 -0.0000515509 -0.0000483873 -0.0000439436 -0.0000396191 -0.0000363406 -0.0000332209 -0.0000301838 -0.0000301838
GSP_Buckner_HU_00803 -0.0000836601 -0.0000582048 -0.0000527588 -0.0000560138 -0.0000516186 -0.0000475905 -0.0000433739 -0.000040466 -0.0000365494 -0.0000331728 -0.0000331728
GSP_Buckner_HU_00809 -0.00016286 -0.000130843 -0.0001011 -0.0000915406 -0.0000799596 -0.0000711821 -0.0000633064 -0.0000576367 -0.0000519777 -0.0000470784 -0.0000470784
GSP_Buckner_HU_00810 -0.000158625 -0.00010626 -0.0000816728 -0.0000750448 -0.0000640138 -0.0000566815 -0.0000504491 -0.0000463852 -0.0000418369 -0.0000377755 -0.0000377755
GSP_Buckner_HU_00811 -0.00017996 -0.00012674 -0.000105215 -0.0000987467 -0.0000864781 -0.0000774324 -0.0000688442 -0.0000623566 -0.0000561145 -0.0000506269 -0.0000506269
GSP_Buckner_HU_00815 -0.000123673 -0.000095688 -0.0000825523 -0.0000775492 -0.0000679609 -0.0000601958 -0.0000536139 -0.0000490353 -0.0000443226 -0.000040148 -0.000040148
GSP_Buckner_HU_00816 -0.000131546 -0.0000909959 -0.0000738795 -0.0000729554 -0.0000649141 -0.0000580191 -0.0000522229 -0.0000478214 -0.0000430249 -0.000038958 -0.000038958
GSP_Buckner_HU_00818 -0.000068967 -0.0000487338 -0.0000344571 -0.0000362966 -0.0000329068 -0.0000303249 -0.0000278034 -0.0000260457 -0.0000237316 -0.0000215757 -0.0000215757
GSP_Buckner_HU_00822 -0.000102367 -0.0000681979 -0.000056488 -0.0000549739 -0.0000502764 -0.0000446367 -0.0000403232 -0.0000374038 -0.000033986 -0.0000308311 -0.0000308311
GSP_Buckner_HU_00825 -0.000140483 -0.000118077 -0.0000966146 -0.0000928101 -0.0000813328 -0.0000720205 -0.0000639709 -0.000058257 -0.0000525388 -0.000047602 -0.000047602
GSP_Buckner_HU_00831 -0.000136331 -0.0000984804 -0.0000772979 -0.0000723839 -0.0000638047 -0.0000561787 -0.0000500464 -0.0000458879 -0.0000413146 -0.0000374432 -0.0000374432
GSP_Buckner_HU_00834 -0.0000726756 -0.0000516846 -0.0000460368 -0.0000454259 -0.0000399781 -0.0000374818 -0.0000336656 -0.0000315329 -0.0000286228 -0.0000260792 -0.0000260792
GSP_Buckner_HU_00838 -0.00013788 -0.0000929062 -0.0000784722 -0.0000756256 -0.0000685779 -0.0000613926 -0.0000550059 -0.0000502893 -0.0000453026 -0.0000409877 -0.0000409877
GSP_Buckner_HU_00839 -0.000169319 -0.000115287 -0.0000949696 -0.0000856177 -0.0000751784 -0.0000665238 -0.0000591344 -0.0000536353 -0.0000484703 -0.0000438248 -0.0000438248
GSP_Buckner_HU_00841 -0.000147663 -0.000109705 -0.0000870863 -0.0000801544 -0.0000705697 -0.0000620821 -0.0000554004 -0.0000505945 -0.0000456645 -0.0000413314 -0.0000413314
GSP_Buckner_HU_00842 -0.000154517 -0.000104179 -0.0000789974 -0.0000724551 -0.0000639441 -0.0000574404 -0.0000517256 -0.0000476717 -0.000043087 -0.0000390243 -0.0000390243
GSP_Buckner_HU_00843 -0.000182875 -0.000125344 -0.0000958583 -0.0000861585 -0.0000770766 -0.0000673112 -0.0000593005 -0.0000542561 -0.0000487773 -0.0000441674 -0.0000441674
GSP_Buckner_HU_00845 -0.000138343 -0.0000935268 -0.0000749804 -0.0000709163 -0.0000626324 -0.0000549468 -0.0000488953 -0.0000448555 -0.0000406092 -0.0000368363 -0.0000368363
GSP_Buckner_HU_00846 -0.000140082 -0.0000982383 -0.0000780579 -0.0000729873 -0.0000644369 -0.0000584136 -0.000052255 -0.0000477074 -0.0000432512 -0.0000391729 -0.0000391729
GSP_Buckner_HU_00847 -0.000120842 -0.000089161 -0.0000734766 -0.0000694753 -0.0000634014 -0.00005676 -0.0000508268 -0.0000470831 -0.0000424764 -0.0000385308 -0.0000385308
GSP_Buckner_HU_00851 -0.000105746 -0.0000733914 -0.0000579501 -0.0000597102 -0.0000520356 -0.0000468227 -0.0000416746 -0.0000383615 -0.0000343062 -0.0000311418 -0.0000311418
GSP_Buckner_HU_00856 -0.0000975684 -0.000074101 -0.0000614846 -0.0000577422 -0.0000527969 -0.0000468236 -0.0000432684 -0.0000403945 -0.0000365622 -0.0000331909 -0.0000331909
GSP_Buckner_HU_00857 -0.000100419 -0.0000727389 -0.0000578865 -0.000055453 -0.0000495125 -0.0000442588 -0.0000395016 -0.0000363359 -0.0000329604 -0.0000299439 -0.0000299439
GSP_Buckner_HU_00858 -0.000199769 -0.000132258 -0.000105311 -0.000097907 -0.0000856518 -0.0000762642 -0.0000679651 -0.0000619953 -0.0000558466 -0.0000504451 -0.0000504451
GSP_Buckner_HU_00860 -0.000141423 -0.000106568 -0.0000842139 -0.0000772692 -0.0000660305 -0.0000580974 -0.0000512033 -0.0000464466 -0.0000419409 -0.0000380098 -0.0000380098
