IID pT_0.1 pT_0.2 pT_0.3 pT_0.4 pT_0.5 pT_0.6 pT_0.7 pT_0.8 pT_0.9 pT_1 pT_1.1
GSP_Buckner_HU_00754 0.000112171 0.0000734284 0.0000556022 0.0000451799 0.0000388594 0.0000321647 0.0000289544 0.000025954 0.0000232818 0.000021389 0.000021389
GSP_Buckner_HU_00755 0.0000974385 0.0000630015 0.0000496654 0.0000398183 0.0000339724 0.0000283754 0.0000260334 0.0000229747 0.0000207228 0.0000190463 0.0000190463
GSP_Buckner_HU_00758 0.0000987407 0.0000651088 0.0000516478 0.000042136 0.0000358509 0.0000295493 0.0000275955 0.0000242471 0.0000219522 0.000020161 0.000020161
GSP_Buckner_HU_00759 0.000129186 0.0000886495 0.0000692378 0.0000560879 0.0000477785 0.0000404595 0.0000369857 0.0000329504 0.0000296586 0.0000272174 0.0000272174
GSP_Buckner_HU_00761 0.0000972789 0.0000659485 0.0000513413 0.000041296 0.0000361304 0.0000303875 0.0000277812 0.0000246729 0.0000220519 0.0000202429 0.0000202429
GSP_Buckner_HU_00762 0.0000928881 0.0000615901 0.0000478032 0.0000388884 0.000033807 0.0000272633 0.000024476 0.0000215061 0.0000190164 0.000017491 0.000017491
GSP_buckner_HU_00763 0.00012056 0.0000849331 0.0000664109 0.0000542592 0.0000461503 0.0000389832 0.000035317 0.0000315521 0.0000284357 0.0000261282 0.0000261282
GSP_Buckner_HU_00769 0.0000904006 0.0000580877 0.0000424915 0.0000340332 0.0000286944 0.0000232276 0.0000214627 0.0000189559 0.000017012 0.0000156537 0.0000156537
GSP_Buckner_HU_00771 0.000105199 0.000072838 0.0000546608 0.0000432816 0.000037101 0.0000298918 0.0000272573 0.0000241406 0.0000216842 0.0000199241 0.0000199241
GSP_Buckner_HU_00775 0.000143097 0.0000928619 0.0000705011 0.0000564068 0.0000476412 0.0000399014 0.000035565 0.0000317505 0.0000285168 0.0000261522 0.0000261522
GSP_Buckner_HU_00777 0.000107095 0.00007758 0.0000622442 0.0000524023 0.0000459174 0.0000383716 0.0000350363 0.0000310984 0.0000280083 0.0000256982 0.0000256982
GSP_Buckner_HU_00801 0.0000790328 0.0000568284 0.0000470985 0.000039236 0.0000334391 0.0000277074 0.0000253815 0.0000227717 0.0000203693 0.0000187105 0.0000187105
GSP_Buckner_HU_00802 0.0000904938 0.0000585634 0.0000422396 0.0000344347 0.0000296619 0.0000245384 0.0000227023 0.0000202166 0.000018091 0.0000166232 0.0000166232
GSP_Buckner_HU_00803 0.000074634 0.0000457921 0.0000350504 0.0000303615 0.0000261095 0.0000215919 0.0000200889 0.0000177472 0.000015898 0.0000146064 0.0000146064
GSP_Buckner_HU_00809 0.000111694 0.0000764311 0.0000593051 0.0000500691 0.0000434336 0.0000364189 0.0000332034 0.0000298074 0.0000269167 0.0000247166 0.0000247166
GSP_Buckner_HU_00810 0.000141266 0.0000989505 0.00007813 0.0000633764 0.000054489 0.0000461566 0.0000419509 0.0000371213 0.000033642 0.0000308634 0.0000308634
GSP_Buckner_HU_00811 0.000081443 0.0000540924 0.0000402727 0.0000309303 0.0000256667 0.0000210631 0.0000190184 0.0000168514 0.0000149291 0.0000137584 0.0000137584
GSP_Buckner_HU_00815 0.000106049 0.0000660101 0.000045769 0.0000352562 0.0000286431 0.0000236775 0.0000220299 0.0000194257 0.0000173706 0.0000159589 0.0000159589
GSP_Buckner_HU_00816 0.0000869689 0.0000588518 0.0000475858 0.0000384573 0.0000330094 0.0000274369 0.0000251955 0.0000223228 0.000020125 0.0000185048 0.0000185048
GSP_Buckner_HU_00818 0.0000983308 0.0000643676 0.0000481416 0.0000401196 0.0000348981 0.0000291764 0.0000267566 0.0000237959 0.0000216183 0.0000198572 0.0000198572
GSP_Buckner_HU_00822 0.0000953828 0.0000723797 0.0000562144 0.0000458973 0.0000399948 0.0000337827 0.0000307633 0.0000275951 0.0000250783 0.0000230306 0.0000230306
GSP_Buckner_HU_00825 0.000116091 0.000082276 0.0000652176 0.0000542693 0.0000469061 0.0000397167 0.0000361624 0.0000321302 0.0000290838 0.0000267246 0.0000267246
GSP_Buckner_HU_00831 0.0000966908 0.0000692318 0.0000552582 0.0000465171 0.0000412538 0.0000351941 0.0000325032 0.0000293088 0.0000266225 0.0000244432 0.0000244432
GSP_Buckner_HU_00834 0.000105155 0.00006834 0.0000536331 0.0000439621 0.0000370403 0.0000310874 0.0000285438 0.0000254468 0.0000229769 0.0000211092 0.0000211092
GSP_Buckner_HU_00838 0.00012834 0.0000878794 0.0000658007 0.000054697 0.0000464978 0.0000392589 0.0000357406 0.0000319055 0.0000287593 0.0000263892 0.0000263892
GSP_Buckner_HU_00839 0.000106667 0.0000707905 0.000055302 0.0000468093 0.0000410409 0.0000345752 0.0000313969 0.0000277888 0.0000250018 0.0000229678 0.0000229678
GSP_Buckner_HU_00841 0.0000994889 0.0000685481 0.0000522002 0.0000407713 0.0000357287 0.0000306386 0.0000278653 0.0000248186 0.0000222454 0.0000204164 0.0000204164
GSP_Buckner_HU_00842 0.000132959 0.0000839948 0.0000628373 0.0000502504 0.0000423426 0.0000352774 0.0000325344 0.0000288893 0.000025919 0.000023776 0.000023776
GSP_Buckner_HU_00843 0.0000926816 0.0000619631 0.0000462009 0.0000375501 0.0000314887 0.0000252249 0.0000232124 0.0000205699 0.0000183359 0.0000168702 0.0000168702
GSP_Buckner_HU_00845 0.0000997894 0.0000708963 0.0000515244 0.0000412713 0.0000352919 0.0000291726 0.0000261774 0.0000232973 0.0000208826 0.0000191808 0.0000191808
GSP_Buckner_HU_00846 0.000122156 0.0000808472 0.0000659931 0.0000563333 0.0000491099 0.0000422326 0.0000386324 0.000034354 0.0000310601 0.0000285116 0.0000285116
GSP_Buckner_HU_00847 0.000128671 0.0000841055 0.0000649954 0.0000543232 0.0000471423 0.0000401425 0.0000364505 0.0000325423 0.0000295458 0.0000270917 0.0000270917
GSP_Buckner_HU_00851 0.0000811669 0.0000502944 0.0000380252 0.0000300651 0.0000248354 0.0000197171 0.0000178829 0.0000155184 0.0000137443 0.0000126709 0.0000126709
GSP_Buckner_HU_00856 0.0000949911 0.0000666157 0.0000550566 0.000047539 0.0000415704 0.0000350138 0.0000316881 0.0000282689 0.0000253801 0.0000233102 0.0000233102
GSP_Buckner_HU_00857 0.0000865229 0.0000590414 0.0000417617 0.000035327 0.000030196 0.0000250928 0.0000230165 0.0000202107 0.0000180442 0.0000166042 0.0000166042
GSP_Buckner_HU_00858 0.0000572256 0.0000351601 0.0000266213 0.0000219058 0.0000183859 0.0000150291 0.0000141702 0.0000125453 0.0000111048 0.0000102463 0.0000102463
GSP_Buckner_HU_00860 0.000118704 0.0000759412 0.0000550807 0.0000451551 0.0000386684 0.0000323998 0.0000300068 0.0000265813 0.0000239376 0.0000219752 0.0000219752
GSP_Buckner_HU_00861 0.0000677643 0.0000399648 0.0000269036 0.0000196664 0.0000160774 0.0000124453 0.0000122763 0.0000105537 0.00000933074 0.00000862907 0.00000862907
GSP_Buckner_HU_00862 0.000101545 0.0000739588 0.0000578585 0.0000483656 0.0000414308 0.0000343801 0.0000313006 0.0000276271 0.000025114 0.0000230695 0.0000230695
GSP_Buckner_HU_00866 0.000132093 0.0000898473 0.0000727228 0.0000601202 0.0000521337 0.0000439401 0.0000398739 0.0000356402 0.000032205 0.0000295342 0.0000295342
GSP_Buckner_HU_00867 0.0000906851 0.0000614047 0.0000477585 0.0000393265 0.0000330932 0.000027346 0.0000252972 0.0000223395 0.0000199935 0.0000184001 0.0000184001
GSP_Buckner_HU_00868 0.00012152 0.0000809056 0.000062609 0.0000524651 0.000045269 0.0000382093 0.000034961 0.0000311991 0.0000282529 0.0000259408 0.0000259408
GSP_Buckner_HU_00870 0.0000699757 0.000052806 0.0000417929 0.0000334331 0.000029166 0.000024339 0.0000221533 0.000019618 0.0000176303 0.0000162026 0.0000162026
GSP_Buckner_HU_00872 0.000119158 0.000083059 0.0000634164 0.000051631 0.0000452238 0.0000381428 0.0000347835 0.0000310122 0.0000280556 0.0000257551 0.0000257551
GSP_Buckner_HU_00873 0.0000834989 0.0000540946 0.0000405617 0.0000334775 0.0000292082 0.0000235059 0.000021945 0.0000192919 0.0000173925 0.0000160025 0.0000160025
GSP_Buckner_HU_00874 0.000092252 0.0000589035 0.0000445286 0.0000374679 0.0000314675 0.0000257719 0.0000238227 0.0000209223 0.0000188334 0.000017328 0.000017328
GSP_Buckner_HU_00875 0.0000987828 0.0000680679 0.0000528656 0.000044176 0.0000370382 0.0000311342 0.0000287864 0.0000255302 0.0000231469 0.0000212567 0.0000212567
GSP_Buckner_HU_00876 0.0000740898 0.0000507305 0.0000393793 0.0000327413 0.0000273365 0.0000219898 0.0000205677 0.0000181785 0.0000163025 0.0000149937 0.0000149937
GSP_Buckner_HU_00877 0.0000942177 0.0000617187 0.0000480983 0.0000399924 0.0000349525 0.000028829 0.0000261754 0.0000229104 0.0000205213 0.0000188467 0.0000188467
GSP_Buckner_HU_00882 0.0000671457 0.0000484862 0.0000378437 0.0000297246 0.0000256986 0.0000210505 0.0000190282 0.000016671 0.00001485 0.0000136651 0.0000136651
GSP_Buckner_HU_00891 0.0000487449 0.000030599 0.0000232293 0.0000190371 0.0000163973 0.0000134307 0.0000128928 0.0000111727 0.0000100693 0.00000930741 0.00000930741
GSP_Buckner_HU_00893 0.000118549 0.0000868618 0.000067726 0.0000573495 0.0000496469 0.0000421393 0.0000383732 0.0000339232 0.0000304592 0.0000279588 0.0000279588
GSP_Buckner_HU_00895 0.0000910945 0.0000631871 0.0000486801 0.0000389514 0.0000338724 0.0000285127 0.0000260265 0.0000232716 0.0000208501 0.000019184 0.000019184
GSP_Buckner_HU_00903 0.0000450828 0.0000293483 0.0000191924 0.0000155077 0.0000123653 0.00000984782 0.00000948259 0.00000800733 0.00000689148 0.00000638637 0.00000638637
GSP_Buckner_HU_00907 0.0000954056 0.0000612702 0.0000449424 0.0000366374 0.0000318392 0.0000262052 0.0000237607 0.0000208526 0.0000186635 0.0000171679 0.0000171679
GSP_Buckner_HU_00908 0.0000924676 0.0000615613 0.0000467509 0.0000381101 0.0000327547 0.000027423 0.0000252788 0.0000225416 0.0000203979 0.0000187455 0.0000187455
GSP_Buckner_HU_00911 0.0000941191 0.0000636603 0.0000456856 0.0000349629 0.0000302373 0.0000250663 0.0000231142 0.0000204206 0.0000185065 0.000017027 0.000017027
GSP_Buckner_HU_00916 0.000112448 0.000080273 0.0000626196 0.0000514583 0.0000443263 0.0000372997 0.0000340398 0.00003025 0.0000274422 0.0000251811 0.0000251811
GSP_Buckner_HU_00917 0.0000244251 0.0000168311 0.000012737 0.0000099683 0.00000879052 0.0000059428 0.0000059874 0.00000516367 0.00000448304 0.00000419929 0.00000419929
GSP_Buckner_HU_00925 0.0000760882 0.0000501674 0.0000387495 0.0000333111 0.0000291494 0.0000238954 0.0000219234 0.0000194412 0.0000174654 0.0000160603 0.0000160603
GSP_Buckner_HU_00929 0.0000460246 0.000027352 0.0000205423 0.0000172957 0.0000157474 0.0000123746 0.000011713 0.0000102775 0.00000917172 0.000008479 0.000008479
GSP_Buckner_HU_00930 0.0000869827 0.0000614937 0.000047736 0.0000389404 0.0000338102 0.0000281598 0.0000257589 0.0000227037 0.0000201529 0.0000185249 0.0000185249
GSP_Buckner_HU_00931 0.000115856 0.0000804913 0.000063827 0.0000533484 0.000046681 0.0000396155 0.0000361966 0.0000322274 0.0000290604 0.0000266622 0.0000266622
GSP_Buckner_HU_00932 0.000162395 0.000111439 0.0000885307 0.0000721708 0.0000609771 0.0000520444 0.0000472357 0.0000421155 0.0000379274 0.0000347751 0.0000347751
GSP_Buckner_HU_00935 0.000109116 0.00006956 0.000052315 0.0000429439 0.0000357354 0.0000297454 0.0000276137 0.0000242484 0.0000218201 0.000020062 0.000020062
GSP_Buckner_HU_00936 0.0000988685 0.0000644212 0.0000496446 0.0000421381 0.0000361586 0.0000299183 0.0000268388 0.0000235045 0.0000212146 0.0000195044 0.0000195044
GSP_Buckner_HU_00937 0.0000960213 0.000065764 0.0000512448 0.0000417041 0.0000353757 0.0000292159 0.0000268546 0.0000234912 0.0000212189 0.0000194884 0.0000194884
GSP_Buckner_HU_00939 0.0000785126 0.0000484125 0.000036553 0.000029985 0.0000255101 0.0000203507 0.000018847 0.0000167489 0.0000151448 0.0000139159 0.0000139159
GSP_Buckner_HU_00941 0.000103492 0.0000692815 0.0000539071 0.0000440066 0.0000376214 0.0000311962 0.0000281979 0.0000250212 0.0000225424 0.00002071 0.00002071
GSP_Buckner_HU_00942 0.0000976653 0.0000674042 0.0000490531 0.0000395806 0.0000341951 0.0000284123 0.0000257322 0.0000227798 0.0000205108 0.000018865 0.000018865
GSP_Buckner_HU_00945 0.0000700148 0.0000434453 0.0000326949 0.0000260786 0.0000224826 0.0000179221 0.0000172637 0.0000150424 0.000013629 0.0000125521 0.0000125521
GSP_Buckner_HU_00946 0.0000913557 0.0000630388 0.0000507918 0.0000425507 0.000036831 0.0000308252 0.0000283546 0.0000250929 0.0000225664 0.0000207406 0.0000207406
GSP_Buckner_HU_00947 0.000124363 0.0000790529 0.0000601656 0.0000503703 0.0000423201 0.0000357207 0.0000325353 0.0000289469 0.0000262637 0.0000241412 0.0000241412
GSP_Buckner_HU_00950 0.000109218 0.000072426 0.0000582141 0.0000472286 0.0000410764 0.0000341853 0.0000308 0.0000275536 0.0000247425 0.0000227441 0.0000227441
GSP_Buckner_HU_00951 0.000121694 0.0000817663 0.0000618203 0.0000518896 0.0000449281 0.0000378477 0.0000351805 0.0000316359 0.000028622 0.0000262557 0.0000262557
GSP_Buckner_HU_00952 0.0000917842 0.0000643184 0.0000487372 0.0000396766 0.000033785 0.0000279052 0.0000258626 0.0000229492 0.0000206883 0.0000190302 0.0000190302
GSP_Buckner_HU_00957 0.0000639838 0.0000431819 0.0000330312 0.0000267944 0.0000231894 0.0000188768 0.0000173789 0.0000152181 0.0000137193 0.0000126389 0.0000126389
GSP_Buckner_HU_00960 0.0000767564 0.000045981 0.0000334919 0.0000260018 0.0000222778 0.0000176939 0.0000163677 0.000014228 0.0000126164 0.0000116001 0.0000116001
GSP_Buckner_HU_00961 0.0000944944 0.0000637103 0.0000493051 0.00004221 0.0000359861 0.0000301637 0.0000278858 0.0000248478 0.0000222993 0.0000204785 0.0000204785
GSP_Buckner_HU_00965 0.0000538329 0.0000372695 0.0000280429 0.0000221492 0.0000178576 0.0000136958 0.0000130902 0.0000114268 0.0000100361 0.000009258 0.000009258
GSP_Buckner_HU_00966 0.00015212 0.000101473 0.0000764991 0.0000644982 0.0000558254 0.0000480482 0.0000435429 0.0000389899 0.0000351018 0.0000322104 0.0000322104
GSP_Buckner_HU_00968 0.000115397 0.0000761832 0.0000587831 0.0000490438 0.0000417859 0.0000350988 0.0000320705 0.0000284195 0.0000254489 0.0000233713 0.0000233713
GSP_Buckner_HU_00969 0.0000844693 0.0000589759 0.0000470355 0.0000405994 0.000035335 0.000030342 0.0000279777 0.0000248873 0.0000223359 0.0000205052 0.0000205052
GSP_Buckner_HU_00970 0.0000728265 0.0000481182 0.0000375976 0.0000315163 0.000028068 0.0000232569 0.0000217225 0.0000194596 0.0000175325 0.0000161279 0.0000161279
GSP_Buckner_HU_00971 0.000132593 0.0000953057 0.0000761936 0.0000632421 0.0000549382 0.00004744 0.0000427608 0.0000384331 0.0000345444 0.0000316623 0.0000316623
GSP_Buckner_HU_00974 0.0000769312 0.0000547531 0.000041952 0.0000346567 0.0000290337 0.0000242997 0.0000223334 0.0000198174 0.0000175935 0.0000161884 0.0000161884
GSP_Buckner_HU_00975 0.0000614732 0.0000442045 0.0000350608 0.0000292118 0.0000253067 0.000020966 0.0000194586 0.0000170651 0.0000152114 0.0000140032 0.0000140032
GSP_Buckner_HU_00977 0.000087839 0.0000580242 0.0000458316 0.0000372937 0.0000326104 0.0000272384 0.0000251287 0.0000225005 0.0000202308 0.0000186006 0.0000186006
GSP_Buckner_HU_00978 0.00010496 0.0000746399 0.0000572677 0.0000463038 0.0000396863 0.0000323226 0.000030201 0.0000266416 0.0000240168 0.0000220669 0.0000220669
GSP_Buckner_HU_00979 0.0000846983 0.0000553618 0.0000407243 0.0000322509 0.0000280195 0.0000235553 0.0000217279 0.0000191 0.0000171683 0.0000157939 0.0000157939
GSP_Buckner_HU_00981 0.0000591929 0.0000436657 0.0000343313 0.0000273253 0.0000229143 0.0000190913 0.0000178913 0.0000159342 0.0000142248 0.0000130949 0.0000130949
GSP_Buckner_HU_00983 0.000103653 0.0000711307 0.0000527474 0.0000433525 0.0000374665 0.0000307623 0.0000281779 0.0000251104 0.0000227623 0.0000209075 0.0000209075
GSP_Buckner_HU_00984 0.0000799024 0.0000558315 0.000041491 0.0000347753 0.0000305783 0.000026233 0.0000241778 0.0000211234 0.000018988 0.0000174814 0.0000174814
GSP_Buckner_HU_00988 0.0000881109 0.0000610048 0.000047919 0.0000397282 0.000033814 0.0000285763 0.000026037 0.0000229565 0.0000206283 0.000018938 0.000018938
GSP_Buckner_HU_00991 0.0000570328 0.0000377987 0.0000292495 0.0000243639 0.0000211747 0.0000172199 0.0000161541 0.0000141234 0.0000127802 0.0000117809 0.0000117809
GSP_Buckner_HU_00995 0.0000911325 0.0000633727 0.0000503873 0.0000415706 0.0000357343 0.0000297998 0.00002727 0.0000244123 0.0000220629 0.0000202405 0.0000202405
GSP_Buckner_HU_00997 0.000127727 0.000082139 0.0000598776 0.000048265 0.0000407835 0.0000340968 0.0000312464 0.0000274518 0.0000246381 0.0000226242 0.0000226242
GSP_Buckner_HU_00999 0.000106667 0.0000703524 0.0000531417 0.0000450846 0.0000395578 0.0000330642 0.0000299418 0.0000264536 0.0000236541 0.0000217031 0.0000217031
GSP_Buckner_HU_01000 0.0000878257 0.000064564 0.0000501191 0.000040833 0.0000344243 0.0000285515 0.0000260997 0.0000229681 0.000020534 0.0000188498 0.0000188498
GSP_Buckner_HU_01002 0.000111132 0.0000734232 0.0000584446 0.0000499182 0.0000425616 0.0000356791 0.000032732 0.0000291931 0.0000264071 0.0000242214 0.0000242214
GSP_Buckner_HU_01004 0.000090166 0.0000605603 0.0000434951 0.0000339303 0.000029423 0.0000241335 0.0000227432 0.0000201341 0.000018035 0.0000165858 0.0000165858
GSP_Buckner_HU_01006 0.0000911868 0.0000609361 0.0000492403 0.0000408096 0.0000352427 0.0000294951 0.000027012 0.0000239388 0.0000216604 0.0000198956 0.0000198956
GSP_Buckner_HU_01007 0.0000942446 0.0000674051 0.0000522973 0.0000435627 0.0000378834 0.0000317671 0.0000289878 0.0000256899 0.0000230799 0.0000212054 0.0000212054
GSP_Buckner_HU_01011 0.0000995085 0.0000641246 0.0000481524 0.0000393187 0.0000346911 0.0000287156 0.0000262061 0.00002334 0.0000209209 0.0000192277 0.0000192277
GSP_Buckner_HU_01012 0.000135541 0.0000908281 0.0000730801 0.000059621 0.0000524597 0.0000440904 0.0000398884 0.0000355799 0.0000321564 0.0000294869 0.0000294869
GSP_Buckner_HU_01013 0.0000749573 0.000049068 0.0000354559 0.000028957 0.0000246822 0.0000199094 0.0000183615 0.0000162278 0.0000143814 0.0000132266 0.0000132266
GSP_Buckner_HU_01015 0.000118509 0.00007726 0.0000613464 0.0000512687 0.0000433814 0.0000365379 0.0000333635 0.0000296959 0.0000267176 0.0000245247 0.0000245247
GSP_Buckner_HU_01018 0.000078968 0.0000517142 0.0000408359 0.0000338033 0.0000297007 0.0000243223 0.0000222195 0.00001974 0.000017782 0.0000163471 0.0000163471
GSP_Buckner_HU_01019 0.0000658459 0.0000429387 0.0000341716 0.0000283813 0.0000240011 0.0000192647 0.0000181505 0.000016036 0.0000141671 0.0000130441 0.0000130441
GSP_Buckner_HU_01022 0.000119846 0.0000803562 0.0000643001 0.0000527807 0.0000451941 0.0000389618 0.0000357672 0.0000315792 0.0000283103 0.0000259597 0.0000259597
GSP_Buckner_HU_01023 0.0000670384 0.0000481185 0.0000394407 0.0000341042 0.0000289484 0.0000238858 0.0000223076 0.0000195538 0.0000175223 0.0000161418 0.0000161418
GSP_Buckner_HU_01026 0.000117573 0.0000756881 0.0000585222 0.0000484858 0.0000420043 0.0000353283 0.000032036 0.0000285188 0.0000257307 0.0000236055 0.0000236055
GSP_Buckner_HU_01027 0.000101127 0.0000650956 0.0000519729 0.0000448808 0.0000388589 0.000032567 0.000029882 0.0000265606 0.00002385 0.0000219115 0.0000219115
GSP_Buckner_HU_01028 0.0000960891 0.0000644421 0.0000504467 0.0000432204 0.0000375261 0.0000306333 0.000028067 0.0000245506 0.0000221659 0.00002035 0.00002035
GSP_Buckner_HU_01029 0.0000681721 0.0000408051 0.000030895 0.0000237887 0.0000202389 0.0000156864 0.0000145074 0.0000126784 0.0000112364 0.0000103688 0.0000103688
GSP_Buckner_HU_01031 0.000100548 0.0000725054 0.0000562803 0.0000469892 0.0000401874 0.0000335017 0.0000304144 0.0000269946 0.0000242334 0.0000222655 0.0000222655
GSP_Buckner_HU_01032 0.0000728684 0.0000495277 0.0000388091 0.0000321708 0.0000282384 0.0000228216 0.0000213837 0.0000188617 0.0000169874 0.0000156145 0.0000156145
GSP_Buckner_HU_01035 0.0000887758 0.0000553602 0.0000420927 0.0000345841 0.0000302872 0.0000247862 0.0000226056 0.0000198446 0.0000178213 0.0000164242 0.0000164242
GSP_Buckner_HU_01036 0.0000669817 0.0000478749 0.0000399057 0.000034854 0.000030401 0.000025633 0.0000239088 0.0000212532 0.0000192383 0.0000177047 0.0000177047
GSP_Buckner_HU_01037 0.0000853963 0.0000564041 0.0000418422 0.000032868 0.0000289276 0.0000236056 0.0000217754 0.0000189608 0.0000170594 0.0000157036 0.0000157036
GSP_Buckner_HU_01038 0.0000855492 0.0000536662 0.0000390301 0.0000313885 0.0000272481 0.0000220903 0.0000207891 0.0000185347 0.0000165965 0.0000152865 0.0000152865
GSP_Buckner_HU_01041 0.0000997228 0.0000661987 0.0000493304 0.0000402369 0.0000332234 0.0000269579 0.0000245588 0.0000218332 0.0000194031 0.0000178502 0.0000178502
GSP_Buckner_HU_01042 0.0000797136 0.0000502626 0.0000393645 0.0000327802 0.000028876 0.0000235937 0.000021807 0.0000192312 0.0000170818 0.0000157075 0.0000157075
GSP_Buckner_HU_01043 0.0000925022 0.0000640071 0.0000500071 0.000041213 0.0000349391 0.0000291139 0.0000266906 0.0000237329 0.0000212961 0.000019579 0.000019579
GSP_Buckner_HU_01046 0.0000735266 0.0000547199 0.0000436698 0.000037115 0.0000321532 0.0000267276 0.000024614 0.0000219528 0.0000197933 0.0000182125 0.0000182125
GSP_Buckner_HU_01049 0.00010376 0.0000623406 0.000046511 0.0000388746 0.000034 0.0000282788 0.0000258149 0.0000227243 0.0000202768 0.0000186301 0.0000186301
GSP_Buckner_HU_01052 0.0000813713 0.0000517203 0.0000373666 0.0000283281 0.0000243418 0.0000192042 0.0000176678 0.0000153606 0.0000137921 0.0000127054 0.0000127054
GSP_Buckner_HU_01053 0.000116036 0.0000805762 0.0000600938 0.0000494245 0.0000434193 0.0000365021 0.0000332585 0.000029555 0.0000265208 0.0000243621 0.0000243621
GSP_Buckner_HU_01054 0.0000896754 0.0000555943 0.0000438538 0.0000363189 0.0000314309 0.0000258779 0.0000241139 0.0000212493 0.0000190783 0.0000175003 0.0000175003
GSP_Buckner_HU_01059 0.0000589353 0.0000356354 0.0000228662 0.0000186812 0.0000156564 0.00001181 0.0000111786 0.00000969622 0.00000844326 0.00000779427 0.00000779427
GSP_Buckner_HU_01061 0.0000943571 0.0000601034 0.0000465289 0.0000389028 0.0000335255 0.0000277238 0.0000250624 0.0000221601 0.0000197909 0.0000181701 0.0000181701
GSP_Buckner_HU_01062 0.000110126 0.0000665366 0.0000479168 0.0000379938 0.0000316005 0.0000252096 0.0000229112 0.0000202003 0.0000182137 0.0000167256 0.0000167256
GSP_Buckner_HU_01066 0.0000961033 0.0000654815 0.0000529729 0.0000445661 0.0000374684 0.0000308482 0.0000279123 0.0000248706 0.0000223255 0.0000204944 0.0000204944
GSP_Buckner_HU_01068 0.0000857453 0.000055913 0.0000429468 0.0000341962 0.0000287039 0.0000234757 0.0000216718 0.0000190796 0.0000170548 0.0000157028 0.0000157028
GSP_Buckner_HU_01071 0.000087348 0.0000601312 0.0000454758 0.0000386739 0.0000334492 0.0000282134 0.0000257951 0.0000228538 0.0000203903 0.0000187508 0.0000187508
GSP_Buckner_HU_01073 0.0000929648 0.0000614404 0.000050225 0.0000419426 0.0000351107 0.0000284992 0.000026113 0.0000230303 0.0000206943 0.0000190232 0.0000190232
GSP_Buckner_HU_01079 0.0000590043 0.0000373331 0.0000305765 0.0000241336 0.0000202999 0.000016543 0.0000153109 0.0000133362 0.0000118822 0.0000109702 0.0000109702
GSP_Buckner_HU_01080 0.000108414 0.000071652 0.0000547507 0.000044801 0.0000384666 0.0000325302 0.0000296965 0.0000261781 0.0000234707 0.0000215555 0.0000215555
GSP_Buckner_HU_01083 0.0000723746 0.0000523743 0.0000396625 0.0000331622 0.0000281765 0.000022876 0.0000211109 0.0000187393 0.0000167721 0.0000154253 0.0000154253
GSP_Buckner_HU_01088 0.0000969134 0.0000675087 0.0000507001 0.0000416869 0.0000360001 0.0000303947 0.0000277831 0.0000246146 0.0000221587 0.0000203663 0.0000203663
GSP_Buckner_HU_01089 0.00011948 0.0000798948 0.0000638385 0.0000520912 0.0000448708 0.0000379814 0.0000341276 0.0000302787 0.0000271036 0.000024873 0.000024873
GSP_Buckner_HU_01091 0.000113588 0.0000781594 0.0000618655 0.0000516058 0.0000439808 0.0000368264 0.0000333078 0.0000294048 0.000026516 0.0000243347 0.0000243347
GSP_Buckner_HU_01092 0.0000780894 0.0000488823 0.0000364672 0.0000294809 0.000024831 0.0000200368 0.0000182846 0.0000158199 0.000014029 0.0000129358 0.0000129358
GSP_Buckner_HU_01093 0.0000565309 0.0000349267 0.0000254828 0.0000222845 0.0000194858 0.000015537 0.0000142422 0.000012345 0.0000109906 0.0000101301 0.0000101301
GSP_Buckner_HU_01100 0.000136487 0.0000937749 0.0000737685 0.0000597272 0.0000506038 0.0000427464 0.0000388645 0.0000346821 0.000031172 0.0000285992 0.0000285992
GSP_Buckner_HU_01101 0.0000794583 0.0000523239 0.0000401919 0.0000322431 0.0000285638 0.0000236808 0.0000215402 0.0000186827 0.0000168216 0.0000154613 0.0000154613
GSP_Buckner_HU_01103 0.0000930605 0.0000626579 0.0000471993 0.0000372999 0.0000307738 0.0000250435 0.000022953 0.0000202974 0.0000179787 0.0000165288 0.0000165288
GSP_Buckner_HU_01104 0.0000391635 0.0000255918 0.0000191269 0.0000155181 0.0000139541 0.0000114195 0.0000111968 0.0000097128 0.00000866307 0.00000800817 0.00000800817
GSP_Buckner_HU_01105 0.0000801556 0.0000549217 0.0000393651 0.0000328201 0.0000270401 0.0000220402 0.0000200671 0.0000174613 0.0000156238 0.0000143919 0.0000143919
GSP_Buckner_HU_01106 0.000109984 0.0000759975 0.0000604175 0.0000488192 0.000041354 0.0000346887 0.0000312136 0.0000277919 0.0000249297 0.0000228891 0.0000228891
GSP_Buckner_HU_01107 0.000067914 0.0000420921 0.0000343885 0.0000291138 0.0000255589 0.0000214808 0.000019679 0.000017429 0.0000155089 0.0000142751 0.0000142751
GSP_Buckner_HU_01109 0.0000945271 0.0000645798 0.0000509779 0.0000430104 0.0000366499 0.0000306075 0.000028093 0.0000247054 0.0000223981 0.0000205852 0.0000205852
GSP_Buckner_HU_01110 0.0000747511 0.0000426852 0.0000338563 0.0000254047 0.0000207519 0.0000163454 0.0000149062 0.0000128769 0.0000113672 0.0000104855 0.0000104855
